SA22023_CODE,SA22023,Type,SA22018_CODE,SA22018
342800,Waimate East,Simple Map,342800,Waimate East
342900,Oceanic Chatham Islands,Simple Map,342900,Oceanic Chatham Islands
343000,Chatham Islands,Simple Map,343000,Chatham Islands
343100,Aviemore,Simple Map,343100,Aviemore
343200,Inland water Lake Ohau,Simple Map,343200,Inland water Lake Ohau
343300,Danseys Pass,Simple Map,343300,Danseys Pass
343400,Ngapara,Simple Map,343400,Ngapara
343501,Lower Waitaki,Many To Many Map,343800,Weston
343501,Lower Waitaki,Many To Many Map,343500,Lower Waitaki
343600,Waihemo,Simple Map,343600,Waihemo
343700,Maheno,Simple Map,343700,Maheno
343801,Weston,Many To Many Map,343800,Weston
343900,Oamaru North Milner Park,Simple Map,343900,Oamaru North Milner Park
344000,Oamaru North Orana Park,Simple Map,344000,Oamaru North Orana Park
344100,Oamaru Gardens,Simple Map,344100,Oamaru Gardens
344200,Glen Warren,Simple Map,344200,Glen Warren
344300,Holmes Hill,Simple Map,344300,Holmes Hill
344400,Oamaru Central,Simple Map,344400,Oamaru Central
344500,South Hill,Simple Map,344500,South Hill
344600,Inlet Port Oamaru,Simple Map,344600,Inlet Port Oamaru
344700,Palmerston,Simple Map,344700,Palmerston
344800,Lindis-Nevis Valleys,Simple Map,344800,Lindis-Nevis Valleys
344900,Cromwell West,Simple Map,344900,Cromwell West
345000,Cromwell East,Simple Map,345000,Cromwell East
345100,Manuherikia-Ida Valleys,Simple Map,345100,Manuherikia-Ida Valleys
345200,Earnscleugh,Simple Map,345200,Earnscleugh
345300,Dunstan-Galloway,Simple Map,345300,Dunstan-Galloway
345400,Clyde,Simple Map,345400,Clyde
345500,Alexandra North,Simple Map,345500,Alexandra North
345600,Alexandra South,Simple Map,345600,Alexandra South
345700,Maniototo,Simple Map,345700,Maniototo
345800,Teviot Valley,Simple Map,345800,Teviot Valley
345900,Outer Wanaka,Simple Map,345900,Outer Wanaka
346000,Glenorchy,Simple Map,346000,Glenorchy
346100,Inland water Lake Wanaka,Simple Map,346100,Inland water Lake Wanaka
346201,Outer Wakatipu,Many To Many Map,346200,Outer Wakatipu
346201,Outer Wakatipu,Many To Many Map,347400,Arthurs Point
346300,Inland water Lake Hawea,Simple Map,346300,Inland water Lake Hawea
346400,Cardrona,Simple Map,346400,Cardrona
346500,Inland water Lake Wakatipu,Simple Map,346500,Inland water Lake Wakatipu
346600,Wanaka Waterfront,Simple Map,346600,Wanaka Waterfront
346701,Wanaka North,Many To Many Map,346700,Wanaka North
346702,Northlake,Many To Many Map,346700,Wanaka North
346702,Northlake,Many To Many Map,346900,Albert Town
346800,Wanaka West,Simple Map,346800,Wanaka West
346901,Albert Town,Many To Many Map,346900,Albert Town
347000,Wanaka Central,Simple Map,347000,Wanaka Central
347101,Lake Hawea,Many To Many Map,347100,Lake Hawea
347101,Lake Hawea,Many To Many Map,347200,Upper Clutha Valley
347201,Upper Clutha Valley,Many To Many Map,347200,Upper Clutha Valley
347300,Kingston,Simple Map,347300,Kingston
347401,Arthurs Point,Many To Many Map,347400,Arthurs Point
347501,Wakatipu Basin,Many To Many Map,347500,Wakatipu Basin
347600,Queenstown Hill,Simple Map,347600,Queenstown Hill
347700,Warren Park,Simple Map,347700,Warren Park
347801,Sunshine Bay-Fernhill,Many To Many Map,346200,Outer Wakatipu
347801,Sunshine Bay-Fernhill,Many To Many Map,347800,Sunshine Bay-Fernhill
347901,Arrowtown,Many To Many Map,347500,Wakatipu Basin
347901,Arrowtown,Many To Many Map,347900,Arrowtown
348000,Quail Rise,Simple Map,348000,Quail Rise
348100,Queenstown Central,Simple Map,348100,Queenstown Central
348200,Queenstown East,Simple Map,348200,Queenstown East
348300,Frankton Arm,Simple Map,348300,Frankton Arm
348400,Frankton,Simple Map,348400,Frankton
348500,Lake Hayes,Simple Map,348500,Lake Hayes
348600,Kelvin Heights,Simple Map,348600,Kelvin Heights
348700,Shotover Country,Simple Map,348700,Shotover Country
348801,Lake Hayes Estate,Many To Many Map,348800,Lake Hayes Estate
348801,Lake Hayes Estate,Many To Many Map,347500,Wakatipu Basin
348901,Jacks Point,Many To Many Map,346200,Outer Wakatipu
348901,Jacks Point,Many To Many Map,348900,Jacks Point
349000,Strath Taieri,Simple Map,349000,Strath Taieri
349100,Bucklands Crossing,Simple Map,349100,Bucklands Crossing
349200,Waikouaiti,Simple Map,349200,Waikouaiti
349300,Momona,Simple Map,349300,Momona
349401,Taieri,Many To Many Map,349400,Taieri
349500,Inlets other Dunedin City,Simple Map,349500,Inlets other Dunedin City
349601,Mount Cargill,Many To Many Map,349600,Mount Cargill
349601,Mount Cargill,Many To Many Map,350800,Inlet Otago Harbour
349700,Bush Road,Simple Map,349700,Bush Road
349801,Mosgiel East,Many To Many Map,349400,Taieri
349801,Mosgiel East,Many To Many Map,349800,Mosgiel East
349900,Mosgiel Central,Simple Map,349900,Mosgiel Central
350000,Seddon Park,Simple Map,350000,Seddon Park
350100,Wingatui,Simple Map,350100,Wingatui
350201,Saddle Hill-Chain Hills,Many To Many Map,350200,Saddle Hill-Chain Hills
350201,Saddle Hill-Chain Hills,Many To Many Map,350400,Halfway Bush
350300,East Taieri,Simple Map,350300,East Taieri
350401,Halfway Bush,Many To Many Map,350400,Halfway Bush
350500,Helensburgh,Simple Map,350500,Helensburgh
350600,Glenleith,Simple Map,350600,Glenleith
350700,Fairfield (Dunedin City),Simple Map,350700,Fairfield (Dunedin City)
350801,Inlet Otago Harbour,Many To Many Map,351800,Roseneath-Sawyers Bay
350801,Inlet Otago Harbour,Many To Many Map,350800,Inlet Otago Harbour
350900,Brockville,Simple Map,350900,Brockville
351000,Wakari,Simple Map,351000,Wakari
351100,Abbotsford,Simple Map,351100,Abbotsford
351200,Brighton,Simple Map,351200,Brighton
351300,Pine Hill-Dalmore,Simple Map,351300,Pine Hill-Dalmore
351400,Kaikorai-Bradford,Simple Map,351400,Kaikorai-Bradford
351500,Maori Hill,Simple Map,351500,Maori Hill
351600,Roslyn (Dunedin City),Simple Map,351600,Roslyn (Dunedin City)
351700,North East Valley Chingford,Simple Map,351700,North East Valley Chingford
351801,Roseneath-Sawyers Bay,Many To Many Map,351800,Roseneath-Sawyers Bay
351901,Normanby (Dunedin City),Simple Map,351900,Normanby
352000,North East Valley Knox,Simple Map,352000,North East Valley Knox
352100,Belleknowes,Simple Map,352100,Belleknowes
352200,Gardens (Dunedin City),Simple Map,352200,Gardens (Dunedin City)
352300,Kenmure,Simple Map,352300,Kenmure
352400,Campus West,Simple Map,352400,Campus West
352500,Waldronville,Simple Map,352500,Waldronville
352600,Green Island,Simple Map,352600,Green Island
352701,Port Chalmers,Many To Many Map,352700,Port Chalmers
352701,Port Chalmers,Many To Many Map,350800,Inlet Otago Harbour
352800,Royal Terrace,Simple Map,352800,Royal Terrace
352900,Arthur Street,Simple Map,352900,Arthur Street
353000,Opoho,Simple Map,353000,Opoho
353100,Campus North,Simple Map,353100,Campus North
353200,Campus South,Simple Map,353200,Campus South
353300,Mornington,Simple Map,353300,Mornington
353400,Dunedin Central,Simple Map,353400,Dunedin Central
353500,Maryhill,Simple Map,353500,Maryhill
353600,Ravensbourne-St Leonards,Simple Map,353600,Ravensbourne-St Leonards
353701,Harbourside,Many To Many Map,350800,Inlet Otago Harbour
353701,Harbourside,Many To Many Map,353700,Harbourside
353800,Fernhill,Simple Map,353800,Fernhill
353900,Otago Peninsula,Simple Map,353900,Otago Peninsula
354000,Concord,Simple Map,354000,Concord
354100,Calton Hill,Simple Map,354100,Calton Hill
354200,Caversham,Simple Map,354200,Caversham
354300,Hillside-Portsmouth Drive,Simple Map,354300,Hillside-Portsmouth Drive
354400,Kew (Dunedin City),Simple Map,354400,Kew (Dunedin City)
354500,Corstorphine,Simple Map,354500,Corstorphine
354600,Forbury,Simple Map,354600,Forbury
354701,South Dunedin,Simple Map,354700,Bathgate Park
354800,St Clair,Simple Map,354800,St Clair
354901,Waverley (Dunedin City),Simple Map,354900,Waverley
355000,Macandrew Bay-Company Bay,Simple Map,355000,Macandrew Bay-Company Bay
355100,Broad Bay-Portobello,Simple Map,355100,Broad Bay-Portobello
355200,St Kilda South,Simple Map,355200,St Kilda South
355300,Musselburgh,Simple Map,355300,Musselburgh
355400,Shiel Hill,Simple Map,355400,Shiel Hill
355500,St Kilda North,Simple Map,355500,St Kilda North
355600,Andersons Bay,Simple Map,355600,Andersons Bay
355700,Tainui,Simple Map,355700,Tainui
355800,West Otago,Simple Map,355800,West Otago
355900,Tuapeka,Simple Map,355900,Tuapeka
356000,Clinton,Simple Map,356000,Clinton
356100,Clutha Valley,Simple Map,356100,Clutha Valley
356200,Bruce,Simple Map,356200,Bruce
356300,Catlins,Simple Map,356300,Catlins
356400,Milton,Simple Map,356400,Milton
356500,Balclutha South,Simple Map,356500,Balclutha South
356600,Balclutha North,Simple Map,356600,Balclutha North
356700,Benhar-Stirling,Simple Map,356700,Benhar-Stirling
356800,Kaitangata-Matau,Simple Map,356800,Kaitangata-Matau
356900,Inlet Catlins,Simple Map,356900,Inlet Catlins
357000,Fiordland,Many To Many Map,357000,Fiordland
357000,Fiordland,Many To Many Map,357100,Inlets Fiordland
357100,Inlets Fiordland,Many To Many Map,357100,Inlets Fiordland
357100,Inlets Fiordland,Many To Many Map,357000,Fiordland
357200,Inland water Lake Te Anau,Simple Map,357200,Inland water Lake Te Anau
357300,Mararoa,Simple Map,357300,Mararoa
357400,Inland water Lake Manapouri,Simple Map,357400,Inland water Lake Manapouri
357501,Te Anau,Many To Many Map,357500,Te Anau
357501,Te Anau,Many To Many Map,357600,Whitestone
357601,Whitestone,Many To Many Map,357600,Whitestone
357700,Mossburn,Simple Map,357700,Mossburn
357800,Inland water Lake Hauroko,Simple Map,357800,Inland water Lake Hauroko
357900,Longwood Forest,Simple Map,357900,Longwood Forest
358000,Ohai-Nightcaps,Simple Map,358000,Ohai-Nightcaps
358100,Riversdale-Piano Flat,Simple Map,358100,Riversdale-Piano Flat
358200,Lumsden-Balfour,Simple Map,358200,Lumsden-Balfour
358300,Oreti River,Simple Map,358300,Oreti River
358400,Otautau,Simple Map,358400,Otautau
358500,Hedgehope,Simple Map,358500,Hedgehope
358600,Winton,Simple Map,358600,Winton
358700,Waianiwa,Simple Map,358700,Waianiwa
358801,Riverton,Many To Many Map,358800,Riverton
358801,Riverton,Many To Many Map,359200,Inlets other Southland District
358900,Wallacetown,Simple Map,358900,Wallacetown
359000,Grove Bush,Simple Map,359000,Grove Bush
359100,Edendale-Woodlands,Simple Map,359100,Edendale-Woodlands
359201,Inlets other Southland District,Many To Many Map,359200,Inlets other Southland District
359300,Stewart Island,Simple Map,359300,Stewart Island
359400,Awarua Plains,Simple Map,359400,Awarua Plains
359500,Wyndham-Catlins,Simple Map,359500,Wyndham-Catlins
359600,Waikaka,Simple Map,359600,Waikaka
359700,Waimumu-Kaiwera,Simple Map,359700,Waimumu-Kaiwera
359800,Gore North,Simple Map,359800,Gore North
359900,Gore West,Simple Map,359900,Gore West
360000,East Gore,Simple Map,360000,East Gore
360100,Gore Central,Simple Map,360100,Gore Central
360200,Gore Main,Simple Map,360200,Gore Main
360300,Gore South,Simple Map,360300,Gore South
360400,Mataura,Simple Map,360400,Mataura
360500,West Plains-Makarewa,Simple Map,360500,West Plains-Makarewa
360601,Prestonville-Grasmere,Many To Many Map,360700,Donovan Park
360601,Prestonville-Grasmere,Many To Many Map,360600,Prestonville-Grasmere
360701,Waikiwi,Many To Many Map,360600,Prestonville-Grasmere
360701,Waikiwi,Many To Many Map,360700,Donovan Park
360701,Waikiwi,Many To Many Map,360800,Myross Bush
360801,Myross Bush,Many To Many Map,360800,Myross Bush
360900,Otatara,Simple Map,360900,Otatara
361000,Invercargill Central,Simple Map,361000,Invercargill Central
361100,Gladstone (Invercargill City),Simple Map,361100,Gladstone (Invercargill City)
361201,Rosedale-Hargest,Many To Many Map,361200,Rosedale
361201,Rosedale-Hargest,Many To Many Map,361400,Hargest
361300,Avenal,Simple Map,361300,Avenal
361501,Windsor,Many To Many Map,361400,Hargest
361501,Windsor,Many To Many Map,361200,Rosedale
361501,Windsor,Many To Many Map,361500,Windsor
361502,Waverley (Invercargill City),Many To Many Map,361400,Hargest
361502,Waverley (Invercargill City),Many To Many Map,361500,Windsor
361601,Richmond (Invercargill City),Many To Many Map,361600,Richmond (Invercargill City)
361701,Glengarry,Many To Many Map,361700,Glengarry
361701,Glengarry,Many To Many Map,361600,Richmond (Invercargill City)
361800,Inlet New River Estuary,Simple Map,361800,Inlet New River Estuary
361900,Turnbull Thompson Park,Simple Map,361900,Turnbull Thompson Park
362001,Appleby North (Invercargill City),Simple Map,362000,Crinan
362100,Georgetown,Simple Map,362100,Georgetown
362201,Appleby South (Invercargill City),Many To Many Map,362200,Kew (Invercargill City)
362301,Kennington-Tisbury,Many To Many Map,362300,Kennington-Tisbury
362401,Newfield,Many To Many Map,362400,Newfield
362402,Rockdale,Many To Many Map,362300,Kennington-Tisbury
362402,Rockdale,Many To Many Map,362400,Newfield
362402,Rockdale,Many To Many Map,362600,Elizabeth Park
362501,Strathern,Many To Many Map,362700,Aurora
362501,Strathern,Many To Many Map,362900,Kingswell
362501,Strathern,Many To Many Map,362500,Strathern
362501,Strathern,Many To Many Map,362800,Moulson
362601,Heidelberg,Many To Many Map,362600,Elizabeth Park
362601,Heidelberg,Many To Many Map,362700,Aurora
362601,Heidelberg,Many To Many Map,362800,Moulson
362901,Kingswell,Many To Many Map,362800,Moulson
362901,Kingswell,Many To Many Map,362900,Kingswell
363001,Clifton-Kew,Many To Many Map,362200,Kew (Invercargill City)
363001,Clifton-Kew,Many To Many Map,363000,Clifton
363100,Woodend-Greenhills,Simple Map,363100,Woodend-Greenhills
363201,Inlet Bluff Harbour,Many To Many Map,363200,Inlet Bluff Harbour
363301,Bluff,Many To Many Map,363200,Inlet Bluff Harbour
363301,Bluff,Many To Many Map,363300,Bluff
363400,Oceanic West Coast Region,Simple Map,363400,Oceanic West Coast Region
363500,Oceanic Nelson Region,Simple Map,363500,Oceanic Nelson Region
363600,Oceanic Marlborough Region,Simple Map,363600,Oceanic Marlborough Region
363700,Oceanic Southland Region,Simple Map,363700,Oceanic Southland Region
363800,Oceanic Canterbury Region,Many To One Map,363800,Oceanic Canterbury Region
363900,Oceanic Otago Region,Simple Map,363900,Oceanic Otago Region
364000,Motunau Island,Many To One Map,363800,Oceanic Canterbury Region
400001,New Zealand Economic Zone,Simple Map,400001,New Zealand Economic Zone
400002,Oceanic Kermadec Islands,Simple Map,400002,Oceanic Kermadec Islands
400003,Kermadec Islands,Simple Map,400003,Kermadec Islands
400004,Oceanic Oil Rig Taranaki,Simple Map,400004,Oceanic Oil Rig Taranaki
400005,Oceanic Campbell Island,Simple Map,400005,Oceanic Campbell Island
400006,Campbell Island,Simple Map,400006,Campbell Island
400007,Oceanic Oil Rig Southland,Simple Map,400007,Oceanic Oil Rig Southland
400008,Oceanic Auckland Islands,Simple Map,400008,Oceanic Auckland Islands
400009,Auckland Islands,Simple Map,400009,Auckland Islands
400010,Oceanic Bounty Islands,Simple Map,400010,Oceanic Bounty Islands
400011,Bounty Islands,Simple Map,400011,Bounty Islands
400012,Oceanic Snares Islands,Simple Map,400012,Oceanic Snares Islands
400013,Snares Islands,Simple Map,400013,Snares Islands
400014,Oceanic Antipodes Islands,Simple Map,400014,Oceanic Antipodes Islands
400015,Antipodes Islands,Simple Map,400015,Antipodes Islands
400016,Ross Dependency,Simple Map,400016,Ross Dependency
