"SA32023_V1_00_usual_residence_address","SA32023_V1_00_NAME_usual_residence_address","SA32023_V1_00_NAME_ASCII_usual_residence_address","SA32023_V1_00_workplace_address","SA32023_V1_00_NAME_workplace_address","SA32023_V1_00_NAME_ASCII_workplace_address","2018_Work_at_home","2018_Drive_a_private_car_truck_or_van","2018_Drive_a_company_car_truck_or_van","2018_Passenger_in_a_car_truck_van_or_company_bus","2018_Public_bus","2018_Train","2018_Bicycle","2018_Walk_or_jog","2018_Ferry","2018_Other","2018_Total_stated","2023_Work_at_home","2023_Drive_a_private_car_truck_or_van","2023_Drive_a_company_car_truck_or_van","2023_Passenger_in_a_car_truck_van_or_company_bus","2023_Public_bus","2023_Train","2023_Bicycle","2023_Walk_or_jog","2023_Ferry","2023_Other","2023_Total_stated"
"Total","Total","Total","52690","Fairfield (Hamilton City)","Fairfield (Hamilton City)",342,696,75,39,21,0,9,51,0,6,1236,537,816,72,36,12,0,21,42,0,6,1545
"52700","Beerescourt","Beerescourt","Total","Total","Total",114,603,123,30,15,0,24,27,0,6,939,210,648,120,42,39,0,27,24,0,12,1119
"Total","Total","Total","52700","Beerescourt","Beerescourt",114,249,45,18,12,0,12,15,0,0,462,210,225,42,15,9,0,3,9,0,0,522
"52710","Nawton","Nawton","Total","Total","Total",333,2604,345,174,117,0,45,48,0,30,3690,525,3192,447,210,99,0,45,45,0,60,4626
"Total","Total","Total","52710","Nawton","Nawton",333,441,66,30,9,0,9,21,0,0,909,525,525,69,27,18,0,9,27,0,6,1209
"52720","Forest Lake (Hamilton City)","Forest Lake (Hamilton City)","Total","Total","Total",84,615,114,24,12,0,21,21,0,12,906,120,729,132,48,36,0,21,21,0,15,1125
"Total","Total","Total","52720","Forest Lake (Hamilton City)","Forest Lake (Hamilton City)",84,165,18,3,0,0,3,9,0,0,285,120,201,21,15,3,0,6,9,0,3,381
"52730","Maeroa","Maeroa","Total","Total","Total",132,939,177,60,30,0,42,69,0,9,1458,234,1053,189,60,39,3,33,72,0,33,1716
"Total","Total","Total","52730","Maeroa","Maeroa",132,198,39,21,3,0,3,15,0,3,414,234,198,48,12,9,0,0,12,0,6,522
"52740","Whitiora","Whitiora","Total","Total","Total",114,591,72,36,51,0,27,132,0,9,1035,162,699,84,30,69,0,21,105,0,27,1200
"Total","Total","Total","52740","Whitiora","Whitiora",114,291,48,15,30,0,6,24,0,3,534,162,297,45,24,15,0,3,21,0,9,582
"52750","Western Heights (Hamilton City)","Western Heights (Hamilton City)","Total","Total","Total",135,885,219,42,24,0,12,6,0,6,1323,207,990,228,54,30,3,9,9,0,12,1539
"Total","Total","Total","52750","Western Heights (Hamilton City)","Western Heights (Hamilton City)",135,51,27,6,3,0,0,3,0,0,222,207,48,15,3,3,0,0,3,0,0,279
"52760","Frankton (Hamilton City)","Frankton (Hamilton City)","Total","Total","Total",246,1632,210,99,72,0,63,120,0,27,2466,381,2046,303,120,120,0,63,123,3,48,3201
"Total","Total","Total","52760","Frankton (Hamilton City)","Frankton (Hamilton City)",246,6480,2079,330,123,0,198,228,0,96,9777,381,7626,2295,357,135,0,198,192,0,126,11313
"52770","Dinsdale","Dinsdale","Total","Total","Total",300,2184,426,96,69,0,57,54,0,21,3207,492,2478,447,141,78,0,60,51,0,39,3786
"Total","Total","Total","52770","Dinsdale","Dinsdale",300,453,75,30,21,0,9,39,0,3,930,492,564,81,33,15,0,6,36,0,9,1242
"52780","Hamilton Lake","Hamilton Lake","Total","Total","Total",219,870,129,63,48,0,63,279,0,18,1689,348,1161,168,78,63,0,69,399,0,30,2316
"Total","Total","Total","52780","Hamilton Lake","Hamilton Lake",219,3930,192,192,138,0,129,351,0,48,5199,348,6132,231,312,300,3,210,738,3,96,8367
"52790","Temple View","Temple View","Total","Total","Total",42,225,30,24,3,0,3,6,0,3,336,66,357,51,30,9,0,3,9,0,3,525
"Total","Total","Total","52790","Temple View","Temple View",42,45,12,6,0,0,0,3,0,0,114,66,78,18,3,0,0,0,9,0,0,174
"52800","Melville","Melville","Total","Total","Total",168,1134,138,75,54,3,42,195,0,21,1836,240,1497,177,114,90,0,39,429,0,27,2613
"Total","Total","Total","52800","Melville","Melville",168,441,42,18,12,0,15,39,0,3,744,240,447,48,24,21,0,3,33,0,6,822
"52810","Deanwell","Deanwell","Total","Total","Total",36,483,72,36,21,0,15,18,0,9,690,102,549,81,39,33,0,15,21,0,15,858
"Total","Total","Total","52810","Deanwell","Deanwell",36,204,21,21,0,0,9,3,0,0,300,102,159,30,0,9,0,3,9,0,3,318
"52820","Ruakura","Ruakura","Total","Total","Total",57,210,24,18,15,0,6,24,0,3,357,213,894,108,48,30,0,15,27,0,18,1350
"Total","Total","Total","52820","Ruakura","Ruakura",57,1125,192,36,21,0,84,75,0,6,1599,213,1902,324,78,42,0,129,174,0,33,2892
"52830","Fairview Downs","Fairview Downs","Total","Total","Total",141,873,105,30,24,0,30,12,0,12,1227,198,1077,144,54,42,0,30,9,0,18,1575
"Total","Total","Total","52830","Fairview Downs","Fairview Downs",141,129,21,6,3,0,0,3,0,0,306,198,141,33,9,6,0,0,9,0,3,402
"52840","Enderley","Enderley","Total","Total","Total",126,930,96,87,42,0,39,48,0,18,1389,216,1257,153,99,60,3,45,54,0,33,1920
"Total","Total","Total","52840","Enderley","Enderley",126,384,36,30,27,0,9,30,0,3,645,216,426,39,54,18,0,6,24,0,9,795
"52850","Peachgrove-Greensboro","Peachgrove-Greensboro","Total","Total","Total",243,1635,183,93,111,0,63,174,0,21,2523,351,2220,195,108,189,3,66,198,3,45,3375
"Total","Total","Total","52850","Peachgrove-Greensboro","Peachgrove-Greensboro",243,915,129,45,33,0,45,123,0,12,1542,351,990,147,63,33,0,18,87,0,12,1698
"52860","Claudelands","Claudelands","Total","Total","Total",129,699,99,45,39,0,45,174,0,12,1245,192,756,108,39,45,0,63,153,0,27,1386
"Total","Total","Total","52860","Claudelands","Claudelands",129,435,51,24,18,0,15,33,0,6,702,192,471,54,21,15,0,12,33,0,9,807
"52870","Hamilton Centre","Hamilton Centre","Total","Total","Total",102,468,60,33,45,0,27,246,3,15,1002,195,603,78,39,60,3,36,330,0,15,1359
"Total","Total","Total","52870","Hamilton Centre","Hamilton Centre",102,10095,1188,546,624,0,447,804,0,162,13968,195,11808,1422,714,912,3,516,831,3,264,16668
"52880","Hamilton East","Hamilton East","Total","Total","Total",372,2127,255,126,105,0,135,300,3,39,3465,654,2523,345,156,135,3,183,318,0,60,4374
"Total","Total","Total","52880","Hamilton East","Hamilton East",372,2400,207,75,75,0,90,198,0,27,3450,654,2157,249,99,81,0,60,159,0,48,3504
"52890","Silverdale (Hamilton City)","Silverdale (Hamilton City)","Total","Total","Total",42,489,45,33,33,0,12,36,0,12,702,108,612,54,27,27,0,18,39,0,15,903
"Total","Total","Total","52890","Silverdale (Hamilton City)","Silverdale (Hamilton City)",42,159,15,6,6,0,3,21,0,0,249,108,279,12,3,6,0,9,30,0,0,453
"52900","Hillcrest (Hamilton City)","Hillcrest (Hamilton City)","Total","Total","Total",207,1386,168,78,96,0,75,123,0,21,2151,387,1782,225,99,153,0,93,165,0,33,2937
"Total","Total","Total","52900","Hillcrest (Hamilton City)","Hillcrest (Hamilton City)",207,615,42,30,15,0,24,84,0,3,1017,387,672,36,24,18,0,18,66,0,9,1236
"52910","Riverlea","Riverlea","Total","Total","Total",135,657,108,36,30,0,36,42,0,6,1053,249,711,114,36,24,0,60,51,0,18,1266
"Total","Total","Total","52910","Riverlea","Riverlea",135,768,135,33,12,0,12,54,0,9,1164,249,867,165,36,12,0,18,60,0,6,1413
"52920","Bader","Bader","Total","Total","Total",60,477,48,42,24,0,30,27,0,18,720,102,546,69,66,36,0,21,30,3,15,882
"Total","Total","Total","52920","Bader","Bader",60,60,12,9,0,0,0,3,0,0,147,102,60,12,0,3,0,0,3,0,0,180
"52930","Fitzroy-Peacocke","Fitzroy-Peacocke","Total","Total","Total",153,852,123,39,27,0,33,15,0,12,1248,246,1281,150,93,48,0,33,12,0,24,1893
"Total","Total","Total","52930","Fitzroy-Peacocke","Fitzroy-Peacocke",153,162,15,3,6,0,3,3,0,3,345,246,210,51,12,3,0,3,9,0,12,546
"52940","Glenview","Glenview","Total","Total","Total",198,1161,174,84,54,0,63,33,0,24,1785,255,1563,213,75,84,3,45,42,0,24,2298
"Total","Total","Total","52940","Glenview","Glenview",198,279,42,21,12,0,3,27,0,3,582,255,264,30,12,3,0,6,24,0,6,600
"52950","Waipa District West","Waipa District West","Total","Total","Total",1023,1782,459,51,9,3,12,57,0,93,3486,1275,2472,597,81,18,0,18,60,0,75,4605
"Total","Total","Total","52950","Waipa District West","Waipa District West",1023,1236,186,57,3,0,12,57,0,84,2655,1275,1830,465,93,9,0,30,51,0,72,3831
"52960","Waipa District East","Waipa District East","Total","Total","Total",1092,1206,330,39,0,0,21,54,0,99,2838,1239,1572,492,51,6,6,12,57,0,120,3552
"Total","Total","Total","52960","Waipa District East","Waipa District East",1092,630,162,42,0,0,21,48,0,93,2088,1239,1137,264,57,3,0,18,57,0,102,2874
"52970","Waipa District South","Waipa District South","Total","Total","Total",870,1413,366,60,3,3,18,39,0,75,2844,1062,1992,525,99,12,0,18,54,0,84,3849
"Total","Total","Total","52970","Waipa District South","Waipa District South",870,645,150,33,3,0,15,42,0,69,1818,1062,672,216,39,0,0,15,45,0,75,2127
"52980","Cambridge West","Cambridge West","Total","Total","Total",204,624,138,27,0,0,12,63,0,6,1080,318,801,207,36,3,0,33,60,0,6,1455
"Total","Total","Total","52980","Cambridge West","Cambridge West",204,879,207,36,0,0,27,42,3,9,1407,318,1689,429,51,3,0,30,42,0,12,2574
"52990","Cambridge North East","Cambridge North East","Total","Total","Total",213,738,207,42,3,0,18,21,0,6,1248,516,1236,318,69,6,0,30,33,0,12,2223
"Total","Total","Total","52990","Cambridge North East","Cambridge North East",213,279,45,12,0,0,9,18,0,0,576,516,372,45,15,0,0,3,36,0,6,993
"53000","Cambridge Centre","Cambridge Centre","Total","Total","Total",213,759,162,39,6,3,21,75,0,6,1281,306,975,213,42,15,0,21,84,0,12,1665
"Total","Total","Total","53000","Cambridge Centre","Cambridge Centre",213,1971,363,108,9,3,33,132,0,18,2850,306,2583,510,159,12,3,54,126,0,36,3786
"53010","Leamington","Leamington","Total","Total","Total",462,2025,474,105,6,0,39,69,3,21,3198,819,2676,621,102,18,0,48,81,0,21,4386
"Total","Total","Total","53010","Leamington","Leamington",462,594,156,27,3,0,12,39,0,6,1296,819,951,213,42,3,0,27,60,0,15,2127
"53020","Te Awamutu South","Te Awamutu South","Total","Total","Total",348,1635,384,84,9,0,39,132,0,9,2643,525,2289,528,108,18,0,36,114,3,27,3645
"Total","Total","Total","53020","Te Awamutu South","Te Awamutu South",348,672,117,48,0,0,9,66,0,6,1269,525,876,126,42,0,0,6,45,0,6,1626
"53030","Te Awamutu North","Te Awamutu North","Total","Total","Total",219,996,204,63,9,0,21,87,0,3,1599,321,1344,276,66,15,0,30,72,0,12,2139
"Total","Total","Total","53030","Te Awamutu North","Te Awamutu North",219,2322,567,111,3,0,45,153,0,15,3435,321,2964,702,135,9,0,57,156,3,30,4374
"53040","Ōtorohanga District West","Otorohanga District West","Total","Total","Total",420,318,102,18,0,0,3,15,0,24,903,459,480,111,30,0,0,6,24,0,24,1134
"Total","Total","Total","53040","Ōtorohanga District West","Otorohanga District West",420,96,36,6,0,0,3,12,0,18,591,459,147,39,9,0,0,3,24,0,21,696
"53060","Ōtorohanga District East","Otorohanga District East","Total","Total","Total",1095,1209,237,63,0,0,12,120,0,138,2871,1203,1566,411,75,0,0,15,96,0,138,3510
"Total","Total","Total","53060","Ōtorohanga District East","Otorohanga District East",1095,1203,255,60,0,0,12,120,0,135,2877,1203,1824,432,120,0,0,18,99,0,144,3846
"53070","Putāruru-Tīrau","Putaruru-Tirau","Total","Total","Total",1023,1494,327,84,0,0,12,105,0,126,3171,1173,1959,480,81,3,0,9,105,0,129,3936
"Total","Total","Total","53070","Putāruru-Tīrau","Putaruru-Tirau",1023,1401,306,93,0,0,12,105,0,123,3069,1173,1740,411,96,3,0,15,102,0,123,3657
"53080","Kinleith","Kinleith","Total","Total","Total",333,189,48,6,0,0,3,15,0,78,672,309,261,84,12,0,0,12,9,0,72,756
"Total","Total","Total","53080","Kinleith","Kinleith",333,600,84,42,0,0,24,15,0,78,1179,309,948,180,39,0,0,33,9,0,60,1584
"53090","Tokoroa North","Tokoroa North","Total","Total","Total",225,1170,195,111,3,3,21,78,0,21,1821,246,1620,267,147,3,0,27,51,0,12,2373
"Total","Total","Total","53090","Tokoroa North","Tokoroa North",225,255,39,39,0,0,3,48,0,3,609,246,474,54,39,3,0,3,24,0,3,849
"53100","Tokoroa South","Tokoroa South","Total","Total","Total",192,1053,141,108,0,0,30,60,0,9,1593,192,1530,219,153,0,0,24,36,0,9,2160
"Total","Total","Total","53100","Tokoroa South","Tokoroa South",192,1437,327,117,0,0,21,90,0,21,2208,192,1812,408,174,3,0,18,57,0,15,2676
"53110","Waitomo District Rural","Waitomo District Rural","Total","Total","Total",990,783,171,54,3,0,6,63,0,96,2163,1017,891,219,54,3,0,6,63,0,75,2334
"Total","Total","Total","53110","Waitomo District Rural","Waitomo District Rural",990,708,156,90,3,0,3,60,0,93,2106,1017,756,231,60,0,0,3,57,0,69,2199
"53130","Te Kūiti","Te Kuiti","Total","Total","Total",180,930,144,114,0,0,15,108,0,12,1509,192,1077,180,93,3,0,9,111,0,6,1674
"Total","Total","Total","53130","Te Kūiti","Te Kuiti",180,1155,216,96,0,0,21,114,0,15,1797,192,1296,267,108,0,0,9,120,0,15,2007
"53140","Taupo District South","Taupo District South","Total","Total","Total",801,1092,258,87,3,0,36,159,0,129,2559,966,1464,372,93,3,0,30,141,0,108,3183
"Total","Total","Total","53140","Taupo District South","Taupo District South",801,1074,231,81,0,0,33,162,0,129,2514,966,1323,348,87,0,0,30,138,0,111,3003
"53150","Taupo District North","Taupo District North","Total","Total","Total",690,1221,351,63,3,0,12,33,0,81,2454,930,1464,465,84,0,0,12,33,0,81,3075
"Total","Total","Total","53150","Taupo District North","Taupo District North",690,876,243,66,0,0,15,30,0,87,2016,930,1056,372,84,0,0,21,33,0,78,2571
"53170","Tauhara","Tauhara","Total","Total","Total",267,1014,222,93,3,0,24,90,0,27,1740,279,1206,261,105,0,0,42,72,0,24,1983
"Total","Total","Total","53170","Tauhara","Tauhara",267,1446,561,75,0,0,24,48,0,15,2445,279,1788,756,87,0,0,36,51,0,15,3015
"53180","Nukuhau-Rangatira Park","Nukuhau-Rangatira Park","Total","Total","Total",291,1005,240,66,0,0,24,48,0,15,1692,378,1332,276,102,0,0,18,39,0,9,2154
"Total","Total","Total","53180","Nukuhau-Rangatira Park","Nukuhau-Rangatira Park",291,171,84,24,3,0,3,15,0,0,591,378,195,69,15,0,0,3,15,0,3,681
"53190","Taupō Centre","Taupo Centre","Total","Total","Total",201,564,78,57,3,3,15,129,0,21,1068,186,678,147,42,3,3,21,120,0,24,1221
"Total","Total","Total","53190","Taupō Centre","Taupo Centre",201,2886,456,183,6,0,78,234,0,45,4095,186,3366,528,288,9,0,81,222,0,48,4728
"53200","Acacia Bay","Acacia Bay","Total","Total","Total",180,381,141,15,0,0,3,6,0,3,735,237,447,147,30,0,0,3,12,0,6,879
"Total","Total","Total","53200","Acacia Bay","Acacia Bay",180,57,24,6,0,0,0,6,0,0,276,237,60,30,6,0,0,0,6,0,0,345
"53210","Bird Area-Hilltop","Bird Area-Hilltop","Total","Total","Total",396,1119,252,60,3,0,42,90,0,27,1989,447,1209,273,117,3,0,54,96,0,21,2226
"Total","Total","Total","53210","Bird Area-Hilltop","Bird Area-Hilltop",396,765,99,36,0,0,15,57,0,18,1392,447,990,120,66,0,0,21,54,0,18,1719
"53220","Waipahihi","Waipahihi","Total","Total","Total",183,543,141,21,3,3,12,6,0,6,921,228,540,165,36,3,3,12,9,0,9,1008
"Total","Total","Total","53220","Waipahihi","Waipahihi",183,141,27,18,0,0,0,18,0,3,396,228,162,21,12,3,0,3,15,0,3,447
"53230","Richmond Heights","Richmond Heights","Total","Total","Total",135,606,129,42,3,0,18,15,0,6,954,207,666,147,39,0,0,15,18,0,6,1095
"Total","Total","Total","53230","Richmond Heights","Richmond Heights",135,99,36,12,0,0,3,6,0,3,300,207,120,39,12,0,0,3,6,0,3,387
"53240","Wharewaka","Wharewaka","Total","Total","Total",66,174,60,12,0,3,0,3,0,3,324,171,348,114,12,0,0,6,3,0,3,660
"Total","Total","Total","53240","Wharewaka","Wharewaka",66,144,33,12,0,0,12,0,0,6,273,171,234,60,27,0,0,12,9,0,3,516
"53250","Western Bay of Plenty District North","Western Bay of Plenty District North","Total","Total","Total",618,1053,243,33,6,0,15,66,0,15,2046,876,1230,264,57,3,0,18,57,3,15,2520
"Total","Total","Total","53250","Western Bay of Plenty District North","Western Bay of Plenty District North",618,525,105,24,0,0,12,63,0,15,1362,876,669,144,63,0,0,15,54,0,9,1833
"53270","Katikati","Katikati","Total","Total","Total",975,1665,339,99,6,0,24,123,3,21,3255,1194,2082,468,144,12,0,36,117,3,33,4083
"Total","Total","Total","53270","Katikati","Katikati",975,1593,297,114,0,0,21,135,0,15,3153,1194,1911,363,141,3,0,36,114,3,18,3789
"53280","Western Bay of Plenty District West","Western Bay of Plenty District West","Total","Total","Total",978,1221,330,42,3,0,3,30,0,15,2622,1161,1710,444,78,9,0,6,30,0,33,3471
"Total","Total","Total","53280","Western Bay of Plenty District West","Western Bay of Plenty District West",978,723,180,27,0,0,6,30,0,6,1947,1161,1146,306,57,3,0,6,39,0,18,2736
"53290","Ōmokoroa","Omokoroa","Total","Total","Total",249,513,126,12,6,0,3,21,0,6,936,522,1164,297,48,24,0,12,45,0,12,2121
"Total","Total","Total","53290","Ōmokoroa","Omokoroa",249,180,27,6,0,0,3,21,0,0,489,522,342,84,21,0,0,9,39,0,3,1029
"53300","Western Bay of Plenty District South","Western Bay of Plenty District South","Total","Total","Total",939,1320,375,45,6,0,6,30,3,27,2751,1191,1746,519,78,9,0,15,24,0,36,3615
"Total","Total","Total","53300","Western Bay of Plenty District South","Western Bay of Plenty District South",939,363,87,24,0,0,0,21,0,15,1455,1191,534,150,30,0,0,3,21,0,9,1938
"53310","Western Bay of Plenty District East","Western Bay of Plenty District East","Total","Total","Total",1368,1887,432,123,3,0,12,78,0,75,3978,1569,2373,600,123,0,0,12,81,0,78,4836
"Total","Total","Total","53310","Western Bay of Plenty District East","Western Bay of Plenty District East",1368,1590,327,144,3,3,15,75,3,66,3588,1569,2331,576,168,15,0,21,84,0,69,4833
"53320","Te Puke","Te Puke","Total","Total","Total",357,1836,297,168,9,3,18,147,0,18,2853,471,2523,447,177,12,0,18,144,0,24,3822
"Total","Total","Total","53320","Te Puke","Te Puke",357,1755,342,147,3,0,18,132,0,15,2766,471,2664,519,186,12,0,24,150,0,24,4053
"53330","Inlet Tauranga City","Inlet Tauranga City","Total","Total","Total",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
"Total","Total","Total","53330","Inlet Tauranga City","Inlet Tauranga City",0,24,3,3,3,0,0,0,0,0,27,3,39,6,3,3,0,0,3,0,6,60
"53340","Mount Maunganui","Mount Maunganui","Total","Total","Total",1605,4611,1011,156,135,3,369,324,0,102,8313,2100,5268,1062,195,129,0,444,399,0,120,9723
"Total","Total","Total","53340","Mount Maunganui","Mount Maunganui",1605,8634,2325,345,165,3,369,324,0,165,13929,2100,10215,2529,435,189,3,405,426,0,183,16482
"53350","Matua","Matua","Total","Total","Total",387,1308,270,54,24,0,51,39,0,18,2151,474,1326,288,75,48,0,84,42,0,21,2358
"Total","Total","Total","53350","Matua","Matua",387,264,54,15,3,0,3,36,0,6,759,474,270,45,15,6,0,6,33,0,3,855
"53360","Tauranga Centre","Tauranga Centre","Total","Total","Total",252,885,135,42,42,0,54,240,0,18,1671,327,963,162,57,54,0,48,267,0,21,1905
"Total","Total","Total","53360","Tauranga Centre","Tauranga Centre",252,11037,1884,480,372,3,573,426,0,204,15234,327,13035,2181,564,606,0,813,444,3,270,18240
"53370","Otūmoetai","Otumoetai","Total","Total","Total",525,1992,435,99,51,0,105,78,0,39,3324,783,2202,423,111,72,0,147,72,0,54,3867
"Total","Total","Total","53370","Otūmoetai","Otumoetai",525,564,105,18,9,0,12,51,0,6,1290,783,669,102,33,9,0,21,63,0,6,1689
"53380","Bellevue","Bellevue","Total","Total","Total",249,996,216,57,24,0,33,33,0,15,1623,285,1137,195,66,42,0,45,33,0,27,1830
"Total","Total","Total","53380","Bellevue","Bellevue",249,378,33,18,3,0,9,24,0,6,717,285,411,21,12,6,0,15,24,0,6,774
"53390","Bethlehem-Tauriko","Bethlehem-Tauriko","Total","Total","Total",741,2229,546,102,30,0,48,72,0,36,3810,987,2649,561,150,45,0,96,90,0,36,4614
"Total","Total","Total","53390","Bethlehem-Tauriko","Bethlehem-Tauriko",741,2781,573,114,36,0,36,84,0,33,4395,987,4716,1164,306,87,0,63,105,3,66,7494
"53400","Brookfield","Brookfield","Total","Total","Total",318,1461,261,81,27,3,60,51,3,27,2283,426,1746,303,102,39,0,72,51,3,27,2766
"Total","Total","Total","53400","Brookfield","Brookfield",318,348,54,36,9,0,3,36,0,3,807,426,435,69,42,9,0,3,45,3,3,1032
"53410","Judea","Judea","Total","Total","Total",123,615,105,36,24,0,27,33,0,15,978,162,726,135,39,24,0,30,15,0,15,1146
"Total","Total","Total","53410","Judea","Judea",123,162,30,9,3,0,3,6,0,0,339,162,222,30,9,9,0,0,6,0,3,444
"53420","Tauranga South","Tauranga South","Total","Total","Total",303,1095,180,60,39,0,72,195,0,33,1977,414,1353,198,72,51,0,87,186,0,42,2406
"Total","Total","Total","53420","Tauranga South","Tauranga South",303,2304,408,90,48,0,63,135,0,33,3384,414,2601,411,132,84,0,81,120,0,39,3888
"53430","Gate Pa","Gate Pa","Total","Total","Total",147,858,114,60,36,0,33,48,0,21,1311,213,1038,162,54,39,0,30,51,0,24,1608
"Total","Total","Total","53430","Gate Pa","Gate Pa",147,225,54,15,3,0,3,9,0,3,456,213,225,45,6,3,0,3,9,0,3,504
"53440","Maungatapu","Maungatapu","Total","Total","Total",162,735,135,33,27,0,18,18,0,6,1137,240,771,162,36,24,0,36,15,0,9,1287
"Total","Total","Total","53440","Maungatapu","Maungatapu",162,141,33,9,3,0,0,15,0,0,360,240,144,33,9,3,0,6,12,0,3,453
"53450","Welcome Bay","Welcome Bay","Total","Total","Total",645,2679,516,108,48,3,60,33,0,48,4137,945,3102,603,147,81,0,78,30,0,45,5031
"Total","Total","Total","53450","Welcome Bay","Welcome Bay",645,396,63,30,3,0,6,27,0,9,1176,945,429,63,12,3,0,3,21,0,9,1482
"53460","Yatton Park","Yatton Park","Total","Total","Total",93,531,54,45,15,0,18,27,0,6,792,117,651,81,36,21,0,27,33,0,18,984
"Total","Total","Total","53460","Yatton Park","Yatton Park",93,69,15,3,0,0,0,3,0,0,183,117,90,9,6,0,0,3,3,0,0,228
"53470","Greerton-Poike","Greerton-Poike","Total","Total","Total",189,1134,177,60,45,0,33,42,0,9,1692,318,1464,264,72,66,3,39,75,0,27,2325
"Total","Total","Total","53470","Greerton-Poike","Greerton-Poike",189,2631,639,123,42,0,60,63,3,45,3789,318,2943,630,132,42,3,87,87,0,36,4278
"53480","Hairini","Hairini","Total","Total","Total",147,789,147,39,21,0,18,6,0,12,1182,201,831,144,51,24,0,21,6,0,6,1278
